class,tweet
1,rt itsdorry attractive girl always insecure shrek looking bitch walk around thinking shit
1,rt itsdorry seen little yellow nigga life pineapple thats crazy shit
1,rt itsdorry maybe fake bitch pretend real halloween
1,rt itsdorry school doesnt even test intelligence test ur memory test ability keep calm slap bitch
1,rt itsmeekmill unloyal girl turn good guy asshole unloyal guy turn good woman bitch
1,rt itssamcollins hate seeing people money spend stupid shit dont need tv shark tank twat
1,rt itstylerstarr date get rid ya ex ill get rid hoe dont need interference
1,rt itsclaribelyo swag fag hibernating great america christmas park closed
1,rt itscoleharmon wish would stop hoe
1,rt itscoleharmon birth control mandatory hoe
1,rt itscoleharmon guy party screaming hoe aint loyal drunk cheating gf girl look like ra…
1,rt itscoleharmon top lie girl tell twitter dm dont work twitter unfollowing people im hoe
1,rt itscoleharmon girl curled ball bed waiting goodnight text go sleep bitch
1,rt itscoleharmon bitch cup boob need stop wasting money bra buy tank top like rest homies
1,rt itsdavedude cant tell anything bitch im one click away google time
1,rt itsjustshay swear care bout everything bitch
1,rt itskingdee inkkofrosess fuck hoe bigger problem like cook house lol
1,rt itskingdee inkkofrosess fuck hoe bigger problem like ever cook house lmao
1,rt itslenyybitch lol fake bitch
1,rt itsqwanduh vibing bitch feeling good slowjams neveradullmoment withthesebitches liyahmne imangie…
1,rt itssjayda uceina leaisalioness httptcouykbtfba hoe gish road lookin like talkin bout dolla sucky sucky…
2,rt itssylviaplath wanted change excitement shoot direction like colored arrow fourth july…
2,rt iv charlie sheen engaged porn star httptcothmypfexic men health tip sex toy httptcohxmlrjwm adult toy kiss…
1,rt ivanrabago infamouscoryog whiteponyjr eakaerick there like one retarded fucking beaner he stupid as ex…
1,rt ivanrabago woodyafc fucking faggot
0,rt ivanrabago staycoolwheels studhardt joshua faggot suspend ground
1,rt jshlegend always bitch money job contribution anything financial highest standards…
1,rt jaaaayr pretty bitch always comin thru
1,rt jaaayleno dese hoe aint loyal walmart teamignant hoodcomedy flytv lolatl bruh httpstconkvbprqr
1,rt jaaayguevara join fuck given join bitch weakndmlg codghostsscrims shawnabner
1,rt jackiengvyen talk blahblah bye bitch
1,rt jacksondundan ever look bitch tweet like bitch stfu
2,rt jackwadeshow funny rick scott accuses charlie crist changing position everything rick position dictated corp…
1,rt jadevidal everyday turn cold heartless bitch
1,rt jadefiree trigger finger keep pussy wet thanks
1,rt jadenleann edham hit bitch bottle
1,rt jaimescudi niggaaaaaa bitch trip hard nigga realize theyre gon na grow regret fool
2,rt jakeburnsmfc staycoolwheels bloggerboxing hillbilly like sport
1,rt jakemoneyzz leavin hope hoe
1,rt jakesiwy ryanmurphy httptcoirnkjmkeu fag
1,rt jakesiwy bhasfurter pussy
1,rt jamajam im saying im stud fuck trannys wont let bitch strap muhfuckas childish lol
1,rt jamajam got ta straight forward hoe tell want jump
2,rt jamiedupree vice president biden wife florida today stump democrat charlie crist bid governor
2,rt janbaloch pakistani christian couple burnt alive kasur punjab httptcojrxpbsly veritaz marvisirmed goshno aliyanazki
2,rt janesports nfl reportedly asks birdflipping mia another let revisit sarahspains column ridiculousness http…
1,rt jarievee found sloppy tried drag car fighting back bitch hea…
1,rt jarievee basically cant bold hoe time
0,rt jasmineegamboa hoe hoe
1,rt jaunthegoat lost erection found girlfriend pussy
1,rt jaxxstaxx baranosky day day pot lent faggot
1,rt jaygee damn wigga
2,rt jayibarra tweet remind time oreo milkshake run morning vikyfdez
1,rt jaylynnkoliba tonyjrodriguez imma get crew dis fuckin fag hunnad real talk nigga turn
0,rt jaymesshaylan fuuck jalens slow bitch
1,rt jaynovel real rt jruiz thing worse forcing conversation dumb bitch
1,rt jazzyluvvsyou chantel isnt side hoe bc apparently shes lesbian im done life month hating reason
1,rt jballinbutts jamiecaudillo youre retarded enough atleast date bring birthday
1,rt jburnone cheating aint accident hoe fallin bike accident aint never seen bitch trip land dick
1,rt jcal blessedmannie alluring yall hoe get boyfriend tweet break dawg lol
1,rt jcash bradshaw aint hoe
1,rt jcope realnoth msmansk kidding boycottcriminalintent lost fave program take belt bitch
1,rt jdollasignnn stanley im weak ima go stalk lmfao lucky bitch
2,rt jeffgallardo sonali guy colored eye httptcohwiplpuxpq
2,rt jemelehill saw dawn planet ape one better move ive seen year didnt know wanted ape or…
1,rt jenebooks whistgoddess like queer cmon jen even need ask
2,rt jenebooks feel lot ppl trash talking indie sounding think genre youre tends sound th
2,rt jennaferjenbub barryclerjuste anything disown ling ling httptcomqiwkxzg austinbedsaul
2,rt jennakimjones dear oreo whats hear watermelon flavor keep fake fruit flavor crisco sandwich love…
1,rt jennybarajas fazeybaby quote tweet funniest pic ya camera roll bitch started httptcoxqcxuo…
1,rt jennydigi thotpockets bitch
1,rt jeremiahkoeking every female trophy yall hoe certificate completion
1,rt jerrilyn historygoon alsopussyif shit offends uget twitterblock meand go suck cock
0,rt jerrilyn historygoon hey dicklicker say im happily divorced bitter homophobic im scared queersi hate em fudg…
1,rt jerseywolfgod dont want pussy make want pay bill sleep sunday morning away dont ruin life
2,rt jesscorsoncle anyone know good pet sitter clenortheast ohio specifically cat bird thanks clepets neo clevelan…
1,rt jessielee hawkdaddy gavinmhawks urboygeorge yeah dont think thats okayfuckin drop shouldnt even joke abo…
1,rt jessietorr yeah basic bitch thing many straight white men know boring
1,rt jessmelkum nipple piercings suppose girl personal secret yall hoe get take selfie
2,rt jewtanski frownie eats brownie
0,rt jezzzz gingasnaps jezzzz shitpussiessay jessica im afraid slit throat tomorrow ritenourschools barackobama
2,rt jfkirtley red havent lost series yankee stadium since world series
2,rt jgalt dont let crisis go wastedems exploiting ebola trash repubs opposed obama choice surgeon gen httptco…
1,rt jillxoxo anxiety cunt
1,rt jimjefferies im never watching brave heart cunt dont want freedom
1,rt jimjefferies people write review comedy start im easily offended funny cunt…
2,rt jimmerfredette hope yankee game doesnt get rained tonight going special atmosphere game jeter deser…
1,rt jjauthor u ghettosdriven lib ideologyforged unionsbankrupted selfserving d catering parasite tcot httptcoeel…
2,rt jjauthor u ghettosdriven liberal ideology forged union bankrupted selfserving dems catering parasite tcot httpt…
0,rt jjauthor u ghettosdriven liberal ideology forged union bankrupted selfserving dems catering parasitestcot http…
2,rt jmwags well play flappy bird dont know
1,rt joerogan dear everyone using natural deodorant working stinky bitch
1,rt jogonzalez shinglewarf single httptcozlzgsjbbh nooo nut bitch
1,rt johnnesby know chubb talkin bout lmao definitely hoe
1,rt johntherealman gingerash main bitch side bitch mad could give two fuck twofucks
1,rt johntherealman see one participating twitter purge pussy ihopeitssuposetobetonight
1,rt joiiiie still side hoe stfu
2,rt joselopez aurora ghetto bellos
1,rt josephdburns damn girl straight hoe
2,rt josepheach demand everyones money object collectively redistributed among supporter
1,rt joshhandsomee well felt sorry stupid still though edgarguillenjr bitch wont try wit
1,rt joshuaxallen tbt halloween spoopy hoe pimp daddy httptcooqvpeghx
1,rt joytooawesome gorgeousskee vintagemonroe bitch nooooo kim mine dreaming
1,rt joytooawesome imjessicaaaaa vintagemonroe bitch im talking
2,rt jpayneancap amperez sybilll diannewing velvethammer mylibertymygun sdalexander aoakleyc bet shes new york yankee prog…
2,rt jrsalzman buzzfeed male live city buy meat plastic mock girl use gun go hunting manly
1,rt juanadog dallying bitch bro dilly exclusively
1,rt judiebaby vnxthny attention keshonna alexander best pussy world taste good asf
1,rt juiceman herk realmichaelkay much wife wet pussy want another dick big head
1,rt juicygenie thotpockets fat bitch think cute
2,rt juicygenie sheryl crow mom
0,rt juliarodd kennies angry talk like ghetto black man really dont even think notice hahahahahahaha im laughing
2,rt juliebenz drink unicorn tear rt thecarnage juliebenz say blonde dont age well look like youre ho…
1,rt junndem woman care shell get mad little thing cant handle deserve hoe
1,rt jusabadgirl nothing hate sneaky bitch
1,rt jusangel bae always bae even bae bae thats still bae therefore hoe move around please
1,rt justicechrist chillasstweets simplysoulful sitting next ya girl ya side bitch text hey babe
1,rt justjomartinez vidallucia youve much math homework hoe
1,rt justjor energy hoe
1,rt kree trentdamanz hoe loyal plot twist
1,rt kaaatt im snatching bitch leisuuuure
1,rt kaegann hate people much go morph chihuahua since want little whiny bitch badly
1,rt kaitlynlardi senior basically become fearless bitch im mad
2,rt kamaalrkhan sir arvindkejriwal career tho apka waise bhi khatam ho chukka become new amar singh try publicity kejr…
1,rt kanyebreast seeee rt phontigallo let bitch hop mention one time hear httptcovqhwqhvnwb
2,rt karengonski wish one girl guy liked matter whatike could wear sweat hair would sti…
1,rt karessanvm bird would st person shit
1,rt karlosbudah realniggasherm aye bro kno shit go bitch solid af running free st
1,rt karlosbudah free squaddd stblocjeremiah realniggasherm bitch solid first block freee u
1,rt karlosbudah give head kiss yo nigga ill bitch
1,rt karlosbudah gone kill bitch nigga dont girl
1,rt karlosbudah kno bitch thot wan na meet momma
2,rt kaseymizell may may trash taking picture together httptcobpjwlaoe
2,rt kathyislovely che wigga rt wigga put love make worth love back…
1,rt katmurda nice im bitch hard explain
0,rt kcarmouche real dont put money nigga book chu buy bitch chanel hit pus
1,rt keelivinlavish bitch wan na fuck cuz dat molly got dem high httptcoxtnotnus
1,rt keepitahunnit ya bitch got boddies act like dont count cause ya loved lmaoo
1,rt keithscho watching innocence muslim dude played muhammed must getting ton pussy
1,rt kekelovingmytwo stblocjeremiah good pussy change ya life
1,rt kellconnolly guy say wear legging got as see pussy walking around muscle shirt without mus…
1,rt kelseyreneee bet wont em doe jakelewis hoe gon hoe shut hoe
1,rt kendrakay whiteypants youre fag using emoji anyways one best friend never dull moment
2,rt kendramarie vngelinaa tornado siren atleast ill dying guy xot akrizanovic kendramarie ho…
1,rt kenohtoopretty dont want thot thot girl cant get nofrom hanging little hoe wearing be…
1,rt kepne quanb bitch as nigga
1,rt kepne im pretty sure krislisisms called dude faggot
1,rt kevantee hoe quick say fuck somebody else bf make look bad want cookie
2,rt kevinkoski jeremy lin dunked lebron yankee cap celebrated tebowing front brett favre would espn exp
0,rt kevnasto would rather fuck fat chick allow nigger house
1,rt kghunnid bruh trash take yo as back college genosmith
1,rt khadijzah people like bae real quick like bitch dont play ill cut
1,rt khadijzah someone love bitch as wont someone love
1,rt khernns sudden bitch like soccer today lol
1,rt khloekardashian basic bitch wanted
1,rt khloewithouthec typicalminions ur ur friend bitch hate walk past httptcolplayefiq felferrara u n…
1,rt khulekile karma fucking good girl bitch end
1,rt kialloyd okay im kia middle name faggot dylan
1,rt kiaspeaks yall stay tracking pussy mile refuse put effort controlling peen okayi guess whatever ke…
1,rt kidnipsey bitch thought
1,rt kidnipsey bitch cute photogenic
0,rt kiddsmypyt new boyfriend every week tf doin hoe
1,rt kidnoble olivia bird believing shit scandalabc
1,rt kiiianna wearing bucket hat basic bitch httptcoxpbvvdn
1,rt killaaakam who gassin hoe bp
1,rt kimblezyelon see pretty girl like yassss slay hoe httptcobovprgbw
1,rt kingdaddy bitch got red cootchee rover shit erykahminor
1,rt kinglazi karma bitch make sure bitch beautiful
2,rt kingdomofwench graceishuman ive also seen lot democrat charlie baker ad make want scr…
1,rt kingsleyyy look put bitch place httptcogpndiof
1,rt kingsleyyy people calling people hoe main one sucking dick chalupa worry bout
1,rt kishtwistemup life short salty get pussy happy
1,rt kitcoskjones im soooo bitch aint even funny lb
2,rt kitt shinypb pom stuff totally porn
1,rt kizzmybutt hate bitch
1,rt kjfeliciano vivalamarley yea dem hoe crazy
1,rt kohkohbxtchzz real bitch like make sure get even lol
1,rt koleworld dont fck broke bitch
1,rt koleworld every time come im never newwww bitch
1,rt koniikonn weezywee ask every bitch gay im sexual
2,rt koolestbreeze thanks charlie httptcoiwcceknd
1,rt kooleycobain cant find lookin cuz busy likin bitch time
1,rt koreyonaunique hate messy female live mess like go sit somewhere go get classy hoe
1,rt korsczurek got hold koala take selfies kangaroo saw bunch bad as bird prey pet fucking emu today wtf
2,rt kostaskarelis cincy fan talk trash city cle root cavs like belong stillcle cleallday gobrowns
1,rt kpipsforever nobody want pussy nigga done
